image_path,insertion_auc,deletion_auc,highest_confidence,sensitive_insertion_auc,sensitive_deletion_auc,sensitive_highest_confidence,point_game_box,point_game_mask
000000005060.jpg,0.9895032758984116,0.10237737008381026,0.9997654557228088,0.9895032758984116,0.10237737008381026,0.9997654557228088,1.0,1.0
000000005503.jpg,0.9586985400981372,0.5884756245822818,0.999826192855835,0.9586985400981372,0.5884756245822818,0.999826192855835,1.0,1.0
000000007386.jpg,0.9466859420546058,0.09164743409903883,0.9970522522926331,0.9466859420546058,0.09164743409903883,0.9970522522926331,1.0,1.0
000000015272.jpg,0.9649424312771229,0.12569419216427677,0.9998918771743774,0.9649424312771229,0.12569419216427677,0.9998918771743774,1.0,1.0
000000018737.jpg,0.984007357298464,0.3508580568686818,0.9999486804008484,0.984007357298464,0.3508580568686818,0.9999486804008484,1.0,1.0
000000027696.jpg,0.7013988992226298,0.0066357993557861535,0.9711652398109436,0.7013988992226298,0.0066357993557861535,0.9711652398109436,0.0,0.0
000000042276.jpg,0.9834737181663514,0.21088102163794714,0.9998030662536621,0.9834737181663514,0.21088102163794714,0.9998030662536621,1.0,1.0
000000045728.jpg,0.4167224160774284,0.009968009950501414,0.7080814242362976,,,,1.0,1.0
000000047112.jpg,0.972915008244917,0.4154950252406632,0.9998525381088257,0.972915008244917,0.4154950252406632,0.9998525381088257,0.0,0.0
000000050811.jpg,0.9906663553045671,0.5764501559664956,0.9999342560768127,0.9906663553045671,0.5764501559664956,0.9999342560768127,1.0,1.0
000000060090.jpg,0.98505952898143,0.2443347370839151,0.9999401569366455,0.98505952898143,0.2443347370839151,0.9999401569366455,1.0,1.0
000000062554.jpg,0.9878432931675427,0.3441016776925898,0.9999371767044067,0.9878432931675427,0.3441016776925898,0.9999371767044067,1.0,1.0
000000063602.jpg,0.9880880386069202,0.15709167130399448,0.9999555945396423,0.9880880386069202,0.15709167130399448,0.9999555945396423,1.0,1.0
000000065736.jpg,0.9830782646718231,0.3128117625093116,0.9999496936798096,0.9830782646718231,0.3128117625093116,0.9999496936798096,1.0,1.0
000000066886.jpg,0.9801287290842636,0.5443130677376967,0.9999487400054932,0.9801287290842636,0.5443130677376967,0.9999487400054932,1.0,1.0
000000076417.jpg,0.9650623979775802,0.18418241867422222,0.9998490214347839,0.9650623979775802,0.18418241867422222,0.9998490214347839,1.0,1.0
000000076731.jpg,0.5937093034941957,0.3445030613407845,0.9929355978965759,,,,0.0,0.0
000000077595.jpg,0.9882464910330979,0.27200203050076416,0.9999696016311646,0.9882464910330979,0.27200203050076416,0.9999696016311646,1.0,1.0
000000080153.jpg,0.9873890340328216,0.10607018051162848,0.9999799728393555,0.9873890340328216,0.10607018051162848,0.9999799728393555,1.0,1.0
000000080949.jpg,0.9083583862723216,0.41088322848248066,0.9998740553855896,0.9083583862723216,0.41088322848248066,0.9998740553855896,1.0,1.0
